Word,POS,Pronunciation (IPA),Frequency
surviving,VBG,S ER V AY V IH NG,58
foreign,JJ,F AO R AH N,133
13th,CD,,58
20th,JJ,,118
maintained,VBN,M EY N T EY N D,67
musical,JJ,M Y UW Z IH K AH L,182
share,NN,SH EH R,82
consequence,NN,K AA N S AH K W AH N S,18
Soviet,JJ,S OW V IY AH T,244
occupation,NN,AA K Y AH P EY SH AH N,58
ethnic,JJ,EH TH N IH K,48
Russians,NNS,R AH SH AH N Z,20
269,CD,,14
255,CD,,16
noncitizens,NNS,,6
predominantly,RB,P R IH D AA M AH N AH N T L IY,21
southeast,NN,S AW TH IY S T,84
18,CD,,605
facto,NN,F AE K T OW,12
interrupted,VBN,IH N T ER AH P T IH D,20
outset,NN,AW T S EH T,6
1940,CD,,146
forcibly,RB,F AO R S AH B L IY,4
incorporated,VBN,IH N K AO R P ER EY T AH D,81
invaded,VBN,IH N V EY D AH D,16
occupied,VBN,AA K Y AH P AY D,87
Nazi,NN,N AA T S IY,81
1941,CD,,146
reoccupied,VBN,,2
Soviets,NNS,S OW V IY EH T S,12
SSR,NN,,22
fifty,NN,F IH F T IY,23
Singing,VBG,S IH NG IH NG,10
Revolution,NN,R EH V AH L UW SH AH N,78
emancipation,NN,IH M AE N S AH P EY SH AH N,15
restoration,NN,R EH S T ER EY SH AH N,31
NATO,NNP,N EY T OW,48
Nations,NNS,N EY SH AH N Z,92
CBSS,NN,,1
IMF,NN,,4
NB8,NN,,2
NIB,NN,N IH B,1
OSCE,NN,,3
WTO,NN,,4
accession,NN,AH K S EH SH AH N,12
OECD,NN,,6
listed,VBN,L IH S T AH D,231
44th,CD,,4
Development,NNP,D IH V EH L AH P M AH N T,139
Index,NN,IH N D EH K S,25
income,NN,IH N K AH M,245
lats,NNS,L AA T S,3
currency,NN,K ER AH N S IY,21
euro,NN,Y UW R OW,3
Etymology,NN,EH T AH M AA L AH JH IY,20
Latvija,NN,,1
Latgalians,NNS,,1
IndoEuropean,NN,,11
tribes,NNS,T R AY B Z,39
Couronians,NNS,,2
Selonians,NNS,,3
Semigallians,NNS,,3
core,NN,K AO R,56
Finnic,JJ,,4
Livonians,NNS,,3
Around,IN,ER AW N D,58
3000,CD,,45
BCE,NN,,29
protoBaltic,JJ,,1
coast,NN,K OW S T,117
Sea,NNP,S IY,159
Balts,NNS,,2
routes,NNS,R UW T S,50
trading,NN,T R EY D IH NG,31
amber,NN,AE M B ER,6
precious,JJ,P R EH SH AH S,14
metals,NNS,M EH T AH L Z,11
900,CD,,23
CE,NN,,31
kuri,NN,,1
latgai,NN,,1
si,NN,S IY,6
zemgai,NN,,1
lbiei,NN,,1
speaking,VBG,S P IY K IH NG,47
fully,RB,F UH L IY,100
integrated,VBN,IH N T AH G R EY T AH D,43
society,NN,S AH S AY AH T IY,118
12th,CD,,61
missionaries,NNS,M IH SH AH N EH R IY Z,8
sailed,VBN,S EY L D,62
Daugava,NN,,4
River,NN,R IH V ER,548
seeking,VBG,S IY K IH NG,46
converts,NNS,K AA N V ER T S,27
Christianity,NN,K R IH S CH IY AE N IH T IY,71
readily,RB,R EH D AH L IY,18
hoped,VBD,HH OW P T,32
crusaders,NNS,K R UW S EY D ER Z,2
pagan,NN,P EY G AH N,14
arms,NNS,AA R M Z,79
ruled,VBN,R UW L D,80
Germans,NNS,JH ER M AH N Z,36
Southern,JJ,S AH DH ER N,212
conquered,VBN,K AA NG K ER D,18
crusader,NN,K R UW S EY D ER,2
Terra,NN,T EH R AH,6
Mariana,NNP,M EH R IY AE N AH,9
Livonia,NNP,L IH V OW N Y AH,13
1282,CD,,2
Csis,NN,,1
Hanseatic,JJ,HH AE N S IY AE T IH K,5
contacts,NNS,K AA N T AE K T S,13
reformation,NN,R EH F ER M EY SH AH N,3
collapse,NN,K AH L AE P S,117
Livonian,JJ,,7
15581583,CD,,1
fell,VBD,F EH L,101
ceded,VBN,S IY D AH D,6
Ducatus,NN,,1
Ultradunensis,NN,,1
Prdaugavas,NN,,1
hercogiste,NN,,1
Gotthard,NNP,,2
Kettler,NNP,K EH T AH L ER,2
Courland,NN,,19
Semigallia,NN,,4
Though,IN,DH OW,92
vassal,NN,V AE S AH L,28
retained,VBN,R IH T EY N D,59
degree,NN,D IH G R IY,268
autonomy,NN,AO T AA N AH M IY,31
golden,JJ,G OW L D AH N,38
Latgalia,NNS,,1
easternmost,NN,,4
district,NN,D IH S T R IH K T,492
Inflanty,NN,,1
struggle,NN,S T R AH G AH L,57
PolishSwedish,VB,,1
16001611,CD,,1
entire,JJ,IH N T AY ER,186
Fighting,VBG,F AY T IH NG,32
sporadically,RB,S P ER AE D IH K L IY,6
Truce,NN,T R UW S,4
Altmark,NN,,2
1629,CD,,3
remembered,VBN,R IH M EH M B ER D,34
serfdom,NN,,3
eased,VBN,IY Z D,6
network,NN,N EH T W ER K,183
barons,NNS,B AE R AH N Z,5
diminished,VBN,D IH M IH N IH SH T,8
important,JJ,IH M P AO R T AH N T,326
occurred,VBD,AH K ER D,97
largely,RB,L AA R JH L IY,110
Latgallians,NNS,,2
assimilated,VBN,AH S IH M AH L EY T IH D,6
borders,NNS,B AO R D ER Z,45
definitions,NNS,D EH F AH N IH SH AH N Z,10
exactly,RB,IH G Z AE K T L IY,35
group,NN,G R UW P,693
subjective,NN,S AH B JH EH K T IH V,6
Meanwhile,RB,M IY N W AY L,64
isolated,JJ,AY S AH L EY T AH D,34
Catholicism,NN,K AH TH AO L AH S IH Z AH M,16
PolishJesuit,NN,,1
loanwords,NNS,,1
17101917,CD,,1
Capitulation,NN,K AH P IH CH AH L EY SH AH N,1
1710,CD,,13
Nystad,NN,,2
ending,VBG,EH N D IH NG,90
Great,NN,G R EY T,250
1721,CD,,4
17001721,CD,,1
cent,NN,S EH N T,30
famine,NN,F AE M AH N,12
plague,NN,P L EY G,13
Half,NN,HH AE F,24
17101711,CD,,1
promises,NNS,P R AA M AH S AH Z,18
nobility,NN,N OW B IH L AH T IY,23
Capitulations,NNS,,1
reforms,NNS,R AH F AO R M Z,31
seriously,RB,S IH R IY AH S L IY,29
stays,NNS,S T EY Z,13
palace,NN,P AE L AH S,26
offered,VBN,AO F ER D,182
gift,NN,G IH F T,28
Magistrate,NN,M AE JH AH S T R EY T,3
keys,NNS,K IY Z,26
purchased,VBN,P ER CH AH S T,106
exhibited,VBN,IH G Z IH B AH T AH D,42
Moscow,NNP,M AA S K OW,107
Kremlin,NNP,K R EH M L AH N,3
museum,NN,M Y UW Z IY AH M,116
Curiously,RB,K Y UH R IY AH S L IY,3
Marta,NN,M AA R T AH,20
Catherine,NN,K AE TH ER AH N,34
1817,CD,,28
1819,CD,,24
practice,NN,P R AE K T AH S,209
advantageous,JJ,AE D V AH N T EY JH AH S,6
landowners,NNS,L AE N D OW N ER Z,16
dispossessed,VBN,D IH S P AH Z EH S T,2
peasants,NNS,P EH Z AH N T S,12
compensation,NN,K AA M P AH N S EY SH AH N,29
estates,NNS,IH S T EY T S,21
changed,VBN,CH EY N JH D,196
dramatically,RB,D R AH M AE T IH K L IY,23
allowed,VBN,AH L AW D,214
repurchase,NN,R IY P ER CH AH S,1
landless,NN,L AE N D L AH S,1
growing,VBG,G R OW IH NG,86
proletariat,NN,P R OW L AH T EH R IY AH T,3
influential,JJ,IH N F L UW EH N CH AH L,52
bourgeoisie,NN,B UH R ZH W AA Z IY,6
Young,NN,Y AH NG,212
groundwork,NN,G R AW N D W ER K,3
leaders,NNS,L IY D ER Z,128
Slavophiles,NNS,,1
prevailing,VBG,P R IH V EY L IH NG,7
Germandominated,VBN,,1
National,NNP,N AE SH AH N AH L,1189
Awakening,VBG,AH W EY K AH N IH NG,9
Russification,NN,R AH S AH F AH K EY SH AH N,1
Uprising,VBG,AH P R AY Z IH NG,10
1890s,CD,,23
Popular,NN,P AA P Y AH L ER,38
discontent,NN,D IH S K AH N T EH N T,3
exploded,VBD,IH K S P L OW D AH D,12
1905,CD,,75
nationalist,NN,N AE SH AH N AH L AH S T,22
provinces,NNS,P R AA V AH N S AH Z,48
boom,NN,B UW M,13
ports,NNS,P AO R T S,19
railways,NNS,R EY L W EY Z,18
factories,NNS,F AE K T ER IY Z,18
banks,NNS,B AE NG K S,63
residential,JJ,R EH Z IH D EH N CH AH L,42
theatres,NNS,TH IY AH T ER Z,17
museums,NNS,M Y UW Z IY AH M Z,21
school,NN,S K UW L,797
buildings,NNS,B IH L D IH NG Z,195
erected,VBN,IH R EH K T AH D,56
parks,NNS,P AA R K S,34
boulevards,NNS,B UH L AH V AA R D Z,1
date,NN,D EY T,187
Declaration,NN,D EH K L ER EY SH AH N,31
Demands,NNS,D IH M AE N D Z,2
selfdetermination,NN,,4
confined,VBN,K AH N F AY N D,22
1917,CD,,107
BrestLitovsk,NN,,2
allied,JJ,AH L AY D,27
armistice,NN,AA R M AH S T AH S,23
vacuum,NN,V AE K Y UW M,5
proclaimed,VBN,P R OW K L EY M D,33
Krlis,NNS,,4
Ulmanis,NN,,6
becoming,VBG,B IH K AH M IH NG,178
chaotic,JJ,K EY AA T IH K,9
civil,JJ,S IH V AH L,147
Eastern,NNP,IY S T ER N,173
1919,CD,,83
governmentsUlmanis,NN,,1
Pteris,NN,,1
Stuka,NN,S T UW K AH,1
forces,NNS,F AO R S IH Z,271
Red,JJ,R EH D,252
Army,NN,AA R M IY,376
Andrievs,NN,,1
Niedra,NN,,1
Baltische,NN,,1
Landeswehr,NN,,1
Freikorps,NN,,4
unit,NN,Y UW N AH T,142
Division,NN,D IH V IH ZH AH N,470
Estonian,JJ,EH S T OW N IY AH N,23
freely,RB,F R IY L IY,12
Constituent,NN,K AH N S T IH CH UW AH N T,4
convened,VBN,K AH N V IY N D,11
liberal,JJ,L IH B ER AH L,36
constitution,NN,K AA N S T AH T UW SH AH N,50
Satversme,NN,,1
1922,CD,,86
partly,RB,P AA R T L IY,53
suspended,VBN,S AH S P EH N D AH D,38
coup,NN,K UW,35
reaffirmed,VBN,R IY AH F ER M D,3
amended,VBN,AH M EH N D AH D,13
base,NN,B EY S,213
evacuated,VBN,IH V AE K Y AH W EY T IH D,13
interior,NN,IH N T IH R IY ER,76
1915,CD,,99
radical,JJ,R AE D AH K AH L,32
612,CD,,11
percentage,NN,P ER S EH N T AH JH,46
reduced,VBN,R AH D UW S T,107
1923,CD,,85
extent,NN,IH K S T EH N T,60
cultivated,VBN,K AH L T AH V EY T AH D,19
surpassed,VBN,S ER P AE S T,7
prewar,NN,P R IY W AO R,9
Innovation,NN,IH N AH V EY SH AH N,18
rising,VBG,R AY Z IH NG,43
productivity,NN,P R OW D AH K T IH V AH T IY,10
rapid,JJ,R AE P AH D,40
Depression,NN,D IH P R EH SH AH N,28
signs,NNS,S AY N Z,53
recovery,NN,R IH K AH V R IY,44
electorate,NN,IH L EH K T ER AH T,17
toward,IN,T AH W AO R D,89
bloodless,NN,B L AH D L AH S,4
dictatorship,NN,D IH K T EY T ER SH IH P,7
corporations,NNS,K AO R P ER EY SH AH N Z,9
buy,VB,B AY,42
private,JJ,P R AY V AH T,254
firms,NNS,F ER M Z,26
aim,NN,EY M,33
Latvianising,VBG,,1
1939,CD,,128
signed,VBN,S AY N D,352
10year,CD,,5
nonaggression,NN,N AA N AH G R EH SH AH N,1
pact,NN,P AE K T,4
MolotovRibbentrop,NN,,2
Pact,NN,P AE K T,5
secret,NN,S IY K R AH T,74
protocol,NN,P R OW T AH K AA L,17
revealed,VBD,R IH V IY L D,130
defeat,NN,D IH F IY T,135
spheres,NNS,S F IH R Z,7
assigned,VBN,AH S AY N D,107
sphere,RB,S F IH R,18
portions,NNS,P AO R SH AH N Z,25
agreement,NN,AH G R IY M AH N T,126
Heim,NN,HH AY M,1
ins,NNS,IH N Z,3
Reich,NNP,R AY K,13
50000,CD,,24
deadline,NN,D EH D L AY N,8
1600,CD,,20
remaining,VBG,R IH M EY N IH NG,143
conclude,NN,K AH N K L UW D,14
13000,CD,,9
choosing,VBG,CH UW Z IH NG,19
resettlement,NN,R IY S EH T AH L M AH N T,3
mutual,JJ,M Y UW CH AH W AH L,28
assistance,NN,AH S IH S T AH N S,48
granting,VBG,G R AE N T IH NG,19
right,NN,R AY T,325
25000,CD,,21
troops,NNS,T R UW P S,197
staging,VBG,S T EY JH IH NG,14
incidents,NNS,IH N S AH D AH N T S,37
USSR,NN,,25
ambassador,NN,AE M B AE S AH D ER,24
note,NN,N OW T,70
breaching,NN,B R IY CH IH NG,2
articles,NNS,AA R T AH K AH L Z,121
sending,VBG,S EH N D IH NG,27
additional,JJ,AH D IH SH AH N AH L,159
capitulated,VBN,K AH P IH CH AH L EY T IH D,3
face,NN,F EY S,129
overwhelming,VBG,OW V ER W EH L M IH NG,14
marching,VBG,M AA R CH IH NG,23
happening,VBG,HH AE P AH N IH NG,8
knowledge,NN,N AA L AH JH,96
stems,NNS,S T EH M Z,16
amicable,JJ,AE M IH K AH B AH L,2
show,NN,SH OW,592
friendship,NN,F R EH N D SH IH P,34
advancing,VBG,AH D V AE N S IH NG,16
resigned,VBD,R IH Z AY N D,122
contrary,JJ,K AA N T R EH R IY,18
accepted,JJ,AE K S EH P T IH D,113
news,NN,N UW Z,141
arrival,NN,ER AY V AH L,64
enthusiasm,NN,IH N TH UW Z IY AE Z AH M,9
heavily,RB,HH EH V AH L IY,76
exploited,VBN,EH K S P L OY T AH D,13
propaganda,NN,P R AA P AH G AE N D AH,28
lawyer,NN,L AO Y ER,63
figure,NN,F IH G Y ER,95
Pyotr,NN,,8
Yakobi,NN,,1
Taken,VBN,T EY K AH N,6
authoritarian,JJ,AH TH AO R AH T EH R IY AH N,4
bureaucracy,NN,B Y UH R AA K R AH S IY,9
circle,NN,S ER K AH L,45
pie,NN,P AY,3
Clearly,RB,K L IH R L IY,4
hardship,NN,HH AA R D SH IH P,3
vain,NN,V EY N,5
downtrodden,NN,D AW N T R AA D AH N,2
voice,NN,V OY S,118
demand,NN,D IH M AE N D,57
unhappy,JJ,AH N HH AE P IY,7
regime,NN,R AH ZH IY M,70
deteriorating,VBG,D IH T IH R IY ER EY T IH NG,7
situation,NN,S IH CH UW EY SH AH N,105
desire,NN,D IH Z AY ER,48
administrators,NNS,AE D M IH N IH S T R EY T ER Z,12
liquidated,VBN,L IH K W IH D EY T IH D,3
cadres,NNS,K AE D R IY Z,9
34250,CD,,1
deported,VBN,D IH P AO R T AH D,14
Elections,NNS,IH L EH K SH AH N Z,21
proSoviet,NN,,1
candidates,NNS,K AE N D AH D EY T S,74
positions,NNS,P AH Z IH SH AH N Z,133
admission,NN,AE D M IH SH AH N,22
puppet,NN,P AH P AH T,13
Augusts,NNS,,1
Kirhenteins,NNS,,1
Socialist,NN,S OW SH AH L AH S T,19
dealt,NN,D EH L T,25
harshly,RB,HH AA R SH L IY,6
opponents,NNS,AH P OW N AH N T S,31
27586,CD,,1
arrested,VBN,ER EH S T AH D,107
cooperating,VBG,K OW AA P ER EY T IH NG,5
945,CD,,4
shot,NN,SH AA T,155
Reichskommissariat,NN,,1
Ostland,NN,,1
paramilitary,JJ,P EH R AH M IH L AH T EH R IY,5
Auxiliary,JJ,AA G Z IH L Y ER IY,6
participated,VBD,P AA R T IH S AH P EY T AH D,122
Holocaust,NN,HH AA L AH K AO S T,21
75000,CD,,12
Jews,NNS,JH UW Z,285
soldiers,NNS,S OW L JH ER Z,123
fought,NN,F AO T,113
sides,NNS,S AY D Z,99
conflict,NN,K AA N F L IH K T,63
Legion,NN,L IY JH AH N,38
WaffenSS,NN,,4
conscripted,VBN,K AH N S K R IH P T IH D,3
19401941,CD,,2
19441991,CD,,1
advances,NNS,AH D V AE N S AH Z,16
fighting,VBG,F AY T IH NG,93
ended,VBN,EH N D AH D,167
increasing,VBG,IH N K R IY S IH NG,78
loss,NN,L AO S,152
live,JJ,L AY V,357
resources,NNS,R IY S AO R S IH Z,66
reinstate,NN,R IY IH N S T EY T,5
surrender,NN,S ER EH N D ER,19
partisans,NNS,P AA R T AH Z AH N Z,10
joined,VBD,JH OY N D,350
collaborators,NNS,K AH L AE B ER EY T ER Z,5
fight,NN,F AY T,140
occupier,NN,AA K Y AH P AY ER,1
Anywhere,RB,EH N IY W EH R,4
120000,CD,,4
300000,CD,,11
fleeing,VBG,F L IY IH NG,18
perhaps,RB,P ER HH AE P S,80
80000,CD,,7
100000,CD,,51
recaptured,VBN,R IY K AE P CH ER D,16
months,NNS,M AH N TH S,272
19441945,CD,,2
deportations,NNS,D IY P AO R T EY SH AH N Z,5
collectivised,VBN,,1
Sovieticised,VBN,,1
1949,CD,,111
43000,CD,,3
kulaks,NNS,,2
patriots,NNS,P EY T R IY AH T S,2
nationalists,NNS,N AE SH AH N AH L IH S T S,14
Siberia,NNS,S AY B IH R IY AH,10
sweeping,VBG,S W IY P IH NG,10
Operation,NN,AA P ER EY SH AH N,56
Priboi,NN,,1
planned,VBN,P L AE N D,122
29,CD,,360
impose,VB,IH M P OW Z,4
bilingualism,NN,B AY L IH NG G W AH L IH Z AH M,1
initiated,VBN,IH N IH SH IY EY T AH D,33
limiting,VBG,L IH M AH T IH NG,11
minority,NN,M AY N AO R AH T IY,30
Jewish,JJ,JH UW IH SH,184
Belorussian,JJ,,6
leaving,VBG,L IY V IH NG,147
media,NNS,M IY D IY AH,178
instructions,NNS,IH N S T R AH K SH AH N Z,31
influx,NN,IH N F L AH K S,7
labourers,NNS,,5
personnel,NNS,P ER S AH N EH L,70
dependants,NNS,,2
republics,NNS,R IY P AH B L IH K S,4
started,VBN,S T AA R T AH D,414
1959,CD,,125
400000,CD,,10
arrived,VBN,ER AY V D,160
welldeveloped,VBD,,3
infrastructure,NN,IH N F R AH S T R AH K CH ER,41
educated,VBN,EH JH AH K EY T AH D,79
specialists,NNS,S P EH SH AH L AH S T S,8
advanced,JJ,AH D V AE N S T,92
machinery,NN,M AH SH IY N ER IY,15
factory,NN,F AE K T ER IY,72
RAF,NN,R AE F,93
Jelgava,NN,,3
electrotechnical,JJ,,1
Daugavpils,NNS,,5
Valmiera,NN,,2
Olaineand,NN,,1
oil,NN,OY L,91
processing,NN,P R AA S EH S IH NG,47
manufactured,VBD,M AE N Y AH F AE K CH ER D,42
minibuses,NNS,M IH N IY B AH S IH Z,5
mopeds,NNS,M OW P EH D Z,11
telephones,NNS,T EH L AH F OW N Z,7
radios,NNS,R EY D IY OW Z,11
hifi,NN,,1
electrical,JJ,IH L EH K T R IH K AH L,44
diesel,NN,D IY S AH L,48
engines,NNS,EH N JH AH N Z,128
textiles,NNS,T EH K S T AY L Z,8
furniture,NN,F ER N IH CH ER,29
bags,NNS,B AE G Z,6
luggage,NN,L AH G AH JH,7
shoes,NNS,SH UW Z,17
instruments,NNS,IH N S T R AH M AH N T S,68
appliances,NNS,AH P L AY AH N S AH Z,5
watches,NNS,W AA CH AH Z,14
tools,NNS,T UW L Z,48
equipment,NN,IH K W IH P M AH N T,105
aviation,NN,EY V IY EY SH AH N,32
agricultural,JJ,AE G R AH K AH L CH ER AH L,60
goods,NNS,G UH D Z,75
records,NNS,R AH K AO R D Z,141
enough,RB,IH N AH F,161
operate,NN,AA P ER EY T,62
expand,NN,IH K S P AE N D,46
workers,NNS,W ER K ER Z,132
migrating,VBG,M AY G R EY T IH NG,5
decreasing,VBG,D IH K R IY S IH NG,15
peak,NN,P IY K,66
Mikhail,NN,M IH K EY L,18
Gorbachev,NNP,G AO R B AH CH EH V,31
introduce,NN,IH N T R AH D UW S,26
glasnost,NN,G L AE S N AA S T,1
perestroika,FW,P EH R AH S T R OY K AH,7
demonstrations,NNS,D EH M AH N S T R EY SH AH N Z,15
Freedom,NN,F R IY D AH M,48
Monumenta,NN,,1
coalescing,VBG,K OW AH L EH S IH NG,2
Front,NN,F R AH N T,81
opposed,VBN,AH P OW Z D,96
Interfront,NN,,1
Republics,NNS,R IY P AH B L IH K S,3
Flag,NN,F L AE G,21
flew,NN,F L UW,40
replacing,VBG,R IH P L EY S IH NG,43
flag,NN,F L AE G,96
Supreme,NNP,S AH P R IY M,105
resolution,NN,R EH Z AH L UW SH AH N,57
Occupation,NN,AA K Y AH P EY SH AH N,9
Proindependence,NN,,1
gained,VBN,G EY N D,99
twothirds,NNS,T UW TH ER D Z,13
regard,NN,R AH G AA R D,52
tried,VBN,T R AY D,115
unsuccessfully,RB,AH N S AH K S EH S F AH L IY,17
publishing,NN,P AH B L IH SH IH NG,63
Salvation,NN,S AE L V EY SH AH N,5
usurp,NN,Y UW S ER P,1
governmental,NN,G AH V ER M EH N T AH L,29
functions,NNS,F AH NG K SH AH N Z,84
spite,NN,S P AY T,23
73,CD,,42
nonbinding,VBG,N AA N B AY N D IH NG,1
advisory,NN,AE D V AY Z ER IY,19
referendum,NN,R EH F ER EH N D AH M,24
advocated,VBN,AE D V AH K EY T AH D,23
permanent,NN,P ER M AH N AH N T,72
eligible,JJ,EH L AH JH AH B AH L,41
citizenship,NN,S IH T IH Z AH N SH IH P,24
nonLatvians,NNS,,1
taken,VBN,T EY K AH N,307
naturalisation,NN,,1
exams,NNS,IH G Z AE M Z,19
Still,RB,S T IH L,46
290660,CD,,3
restored,VBN,R IH S T AO R D,72
aftermath,NN,AE F T ER M AE TH,24
Saeima,NN,,3
parliament,NN,P AA R L AH M AH N T,35
completing,VBG,K AH M P L IY T IH NG,39
troop,NN,T R UW P,10
withdrawal,NN,W IH DH D R AO AH L,24
shutting,VBG,SH AH T IH NG,2
Skrunda1,NN,,1
radar,NN,R EY D AA R,34
goals,NNS,G OW L Z,158
Language,NN,L AE NG G W AH JH,41
laws,NNS,L AO Z,91
Russophones,NNS,,1
Citizenship,NN,S IH T IH Z AH N SH IH P,5
automatically,RB,AO T AH M AE T IH K L IY,22
Children,NNS,CH IH L D R AH N,77
nonnationals,NNS,,1
reestablishment,NN,,4
Approximately,RB,AH P R AA K S AH M AH T L IY,18
denationalised,VBN,,1
confiscated,VBN,K AA N F AH S K EY T AH D,24
compensating,VBG,K AA M P AH N S EY T IH NG,2
owners,NNS,OW N ER Z,63
Albeit,IN,AO L B IY IH T,1
reorientation,NN,,2
Geography,NN,JH IY AA G R AH F IY,86
lies,NNS,L AY Z,146
shores,NNS,SH AO R Z,14
northwestern,JJ,N AO R TH W EH S T ER N,33
craton,NN,K R AE T AH N,5
latitudes,NNS,L AE T AH T UW D Z,5
58,CD,,35
N,NN,EH N,173
longitudes,NNS,L AA N JH AH T UW D Z,1
64559,CD,,1
km2,NN,,34
62157,CD,,1
18159,CD,,1
34964,CD,,1
2402,CD,,1
inland,NN,IH N L AE N D,21
boundary,NN,B AW N D ER IY,61
km,NN,,358
1368,CD,,3
343,CD,,19
276,CD,,8
Federation,NN,F EH D ER EY SH AH N,74
161,CD,,4
588,CD,,4
498,CD,,4
Extension,NN,IH K S T EH N SH AH N,6
450,CD,,20
sea,NN,S IY,164
lake,NN,L EY K,78
Lubns,NN,,1
807,CD,,4
deepest,NN,D IY P AH S T,3
Drdzis,NN,,1
651,CD,,8
Gauja,NN,,3
452,CD,,9
flowing,VBG,F L OW IH NG,20
1005,CD,,6
352,CD,,12
Gaizikalns,NN,,1
3116,CD,,2
coastline,NN,K OW S T L AY N,14
494,CD,,4
inlet,NN,IH N L EH T,5
shallow,NN,SH AE L OW,24
Gulf,NNP,G AH L F,101
situated,VBN,S IH CH UW EY T IH D,115
northwest,RB,N AO R TH W EH S T,87
sources,NNS,S AO R S AH Z,144
Dfb,NN,,1
oceanicmaritime,NN,,1
Cfb,NN,,1
Coastal,JJ,K OW S T AH L,46
Peninsula,NN,P AH N IH N S AH L AH,40
possess,NN,P AH Z EH S,22
cooler,NN,K UW L ER,6
summers,NNS,S AH M ER Z,20
milder,NN,M AY L D ER,6
winters,NNS,W IH N T ER Z,11
exhibit,NN,IH G Z IH B IH T,22
warmer,NN,W AO R M ER,8
harsher,NN,HH AA R SH ER,2
pronounced,VBN,P R AH N AW N S T,28
nearequal,JJ,,1
Winter,NN,W IH N T ER,65
midDecember,NN,,6
lasts,NNS,L AE S T S,12
midMarch,NN,,2
6C,CD,,3
0,CD,,530
stable,JJ,S T EY B AH L,47
snow,NN,S N OW,18
cover,NN,K AH V ER,207
Severe,JJ,S AH V IH R,3
spells,NNS,S P EH L Z,14
weather,NN,W EH DH ER,65
cold,NN,K OW L D,51
winds,NNS,W IH N D Z,56
30C,CD,,1
snowfalls,NNS,S N OW F AA L Z,1
Summer,NN,S AH M ER,170
cool,NN,K UW L,23
evenings,NNS,IY V N IH NG Z,8
nights,NNS,N AY T S,17
19C,CD,,1
extremes,NNS,IH K S T R IY M Z,3
35C,CD,,1
autumn,NN,AO T AH M,25
bring,NN,B R IH NG,96
mild,NN,M AY L D,12
Environment,NN,IH N V AY R AH N M AH N T,24
fertile,NN,F ER T AH L,12
lowland,NN,L OW L AE N D,9
plains,NNS,P L EY N Z,11
moderate,NN,M AA D ER AH T,26
hills,NNS,HH IH L Z,29
typical,JJ,T IH P AH K AH L,74
landscape,NN,L AE N D S K EY P,54
mosaic,NN,M OW Z EY IH K,7
forests,NNS,F AO R AH S T S,50
alternates,NNS,AO L T ER N EY T S,2
farmsteads,NNS,,1
pastures,NNS,P AE S CH ER Z,6
Arable,JJ,EH R AH B AH L,1
spotted,VBN,S P AA T AH D,13
birch,NN,B ER CH,4
groves,NNS,G R OW V Z,2
wooded,VBD,W UH D IH D,13
clusters,NNS,K L AH S T ER Z,10
afford,NN,AH F AO R D,15
habitat,NN,HH AE B AH T AE T,53
animals,NNS,AE N AH M AH L Z,68
hundreds,NNS,HH AH N D R AH D Z,43
kilometres,NNS,,26
undeveloped,JJ,AH N D IH V EH L AH P T,5
seashorelined,VBN,,1
pine,NN,P AY N,14
dunes,NNS,D UW N Z,14
continuous,JJ,K AH N T IH N Y UW AH S,40
sand,NN,S AE N D,46
beaches,NNS,B IY CH AH Z,19
Slovenia,NN,S L OW V IY N IY AH,37
Forests,NNS,F AO R AH S T S,3
3497000,CD,,1
ha,NN,HH AA,16
12500,CD,,3
rivers,NNS,R IH V ER Z,44
stretch,NN,S T R EH CH,27
38000,CD,,1
Major,JJ,M EY JH ER,212
Lielupe,NN,,1
Venta,NN,,1
Salaca,NN,,1
spawning,VBG,S P AA N IH NG,9
ground,NN,G R AW N D,220
salmon,NN,S AE M AH N,8
Baltics,NNS,B AO L T IH K S,1
2256,CD,,1
lakes,NNS,L EY K S,12
bigger,JJR,B IH G ER,26
collective,NN,K AH L EH K T IH V,30
Mires,NNS,M AY R Z,1
occupy,NN,AA K Y AH P AY,14
99,CD,,35
bogs,NNS,B AA G Z,2
49,CD,,52
fens,NNS,,1
mires,NNS,M AY R Z,3
70,CD,,118
untouched,JJ,AH N T AH CH T,4
civilisation,NN,,1
rare,NN,R EH R,72
Agricultural,JJ,AE G R AH K AH L CH ER AH L,14
1815900,CD,,1
dismantling,VBG,D IH S M AE N T AH L IH NG,1
farms,NNS,F AA R M Z,36
devoted,VBN,D IH V OW T AH D,49
farming,VBG,F AA R M IH NG,31
decreased,VBN,D IH K R IY S T,16
200,CD,,134
2750,CD,,1
engaged,VBN,EH N G EY JH D,82
ecologically,RB,IY K AH L AA JH IH K L IY,3
pure,NN,P Y UH R,23
artificial,JJ,AA R T AH F IH SH AH L,56
fertilisers,NNS,,1
emeri,NN,,1
Sltere,RB,,1
Rzna,NN,,1
conservation,NN,K AA N S ER V EY SH AH N,47
promulgated,VBN,P R AA M AH L G EY T AH D,6
706,CD,,4
specially,RB,S P EH SH AH L IY,12
statelevel,NN,,2
biosphere,RB,B AY OW S F IH R,4
reserve,NN,R IH Z ER V,52
landscapes,NNS,L AE N D S K EY P S,12
260,CD,,28
reserves,NNS,R IH Z ER V Z,12
355,CD,,8
monuments,NNS,M AA N Y AH M AH N T S,27
7,CD,,609
